unresolved_name,n_sources,tier,suggested_canonical,all_candidates,sources_referencing,synonyms_from_sources,grin_accession_id,action,notes
ZIBIBBO (MOSCATO D'ALESSANDRIA),1,tier3,ZIBIBBO D'ARQUATA,ZIBIBBO D'ARQUATA | ZIBIBBO BIANCO DI CALTANISSETTA,lac emanuelli 2020,,,,
ZIMMERTTRAUBE GRAU RAUCHFARBIG,1,tier3,ZIMMETTRAUBE GRAU RAUCHFARBIG,ZIMMETTRAUBE GRAU RAUCHFARBIG | PORTUGIESER GRAU | VELTLINER GRAU,laucou 2018,,,,
ZIXIANG SEEDLESS,1,tier3,RUBY SEEDLESS,RUBY SEEDLESS | BEAUTY SEEDLESS | EINSET SEEDLESS | EMERALD SEEDLESS | CENTENNIAL SEEDLESS | DAWN SEEDLESS | CANNER SEEDLESS | BRONX SEEDLESS | FLAME SEEDLESS | MUSCAT SEEDLESS,liang 2019,,,,
ZLATARICA BLATSKA BIJELI,1,tier3,ZLATARICA BLATSKA,ZLATARICA BLATSKA | POSIP BIJELI | GRK BIJELI | PRC BIJELI | RANAC BIJELI | SOLIN BIJELI | GRANAS BIJELI | PULJIZ BIJELI | MISNJAK BIJELI | NEBESAR BIJELI,vivc confirmed,,,,
DIMIAT,5,tier4,,,vivc confirmed; lacombe 2013; lac emanuelli 2020; laucou 2018; ssr lacombe,,,,
POUGAYEN,5,tier4,,,vivc confirmed; lacombe 2013; lac emanuelli 2020; laucou 2018; ssr lacombe,,,,
CASTELÃO = PERIQUITA,4,tier4,,,lacombe 2013; lac emanuelli 2020; laucou 2018; ssr lacombe,,,,
KOZ OUZIOUM,4,tier4,,,vivc confirmed; lacombe 2013; laucou 2018; ssr lacombe,,,,
LIGNAN,4,tier4,,,vivc confirmed; lacombe 2013; laucou 2018; ssr lacombe,,,,
ARAGATZI,3,tier4,,,lacombe 2013; lac emanuelli 2020; laucou 2018,,,,
ASKÉRI,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
ATTIKI,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
BASILIKUMTRAUBE,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
BOUQUETTRAUBE,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
CABERNET‐SAUVIGNON,3,tier4,,,lacombe 2013; oliveira 2020; ssr lacombe,,,,
CARMENÈRE,3,tier4,,,lacombe 2013; lac emanuelli 2020; ssr lacombe,,,,
CÉSAR,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
GIBI = HEBÉN,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
ICOD DE LOS VINOS,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
KATTA-KOURGAN,3,tier4,,,vivc confirmed; lac emanuelli 2020; laucou 2018,,,,
KEKHLIBAR,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
KÖVIDINKA,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
LIMBERGER = BLAUFRÄNKISCH,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
MACABEU,3,tier4,,,lacombe 2013; laucou 2018; ssr lacombe,,,,
MAYORQUIN = FARANA,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
RHODITIS,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
SAINT-LAURENT,3,tier4,,,vivc confirmed; lac emanuelli 2020; laucou 2018,,,,
TASCHLY,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
TOLSTOKORII,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
VASSARGA TCHERNAIA,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
VERICO,3,tier4,,,vivc confirmed; lacombe 2013; ssr lacombe,,,,
ADISSI,2,tier4,,,lacombe 2013; ssr lacombe,,,,
AK CHEKEREK,2,tier4,,,vivc confirmed; ssr lacombe,,,,
ALCAÑON,2,tier4,,,lac emanuelli 2020; laucou 2018,,,,
ALICANTÍ,2,tier4,,,lac emanuelli 2020; laucou 2018,,,,
ALIGOTÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
ANCELLOTA,2,tier4,,,lacombe 2013; ssr lacombe,,,,
ANTÃO VAZ,2,tier4,,,lacombe 2013; laucou 2018,,,,
BARCELLO,2,tier4,,,lacombe 2013; ssr lacombe,,,,
BATTRAUBE,2,tier4,,,lac emanuelli 2020; laucou 2018,,,,
BENICARLO,2,tier4,,,lacombe 2013; ssr lacombe,,,,
BEST'S M,2,tier4,,,lacombe 2013; ssr lacombe,,,,
BEST'S R2 V73,2,tier4,,,vivc confirmed; ssr lacombe,,,,
BIANERA,2,tier4,,,lacombe 2013; ssr lacombe,,,,
BORRAÇAL,2,tier4,,,laucou 2018; ssr lacombe,,,,
BOUAKI NOR,2,tier4,,,lacombe 2013; ssr lacombe,,,,
BOUCHALÈS,2,tier4,,,lacombe 2013; ssr lacombe,,,,
BRONNERSTRAUBE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CABERNET‐MALBEC N°1,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CABERNET‐MALBEC N°2,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CABERNET‐MALBEC N°4,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CATALAN (MAGARATCH),2,tier4,,,lacombe 2013; ssr lacombe,,,,
CG 87‐746,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CHIRVAN CHAKHI,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CIRCÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CIVIT 2,2,tier4,,,constantini 2026; node profile,,,,
COT DE CHÉRAGAS,2,tier4,,,lacombe 2013; ssr lacombe,,,,
COURTOISIE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
CRASSOSTAPHYLLO,2,tier4,,,lacombe 2013; ssr lacombe,,,,
DAN‐BEN‐HANNAH = SC 26,2,tier4,,,lacombe 2013; ssr lacombe,,,,
EFREMOVSKY,2,tier4,,,lacombe 2013; ssr lacombe,,,,
EKIGAÏNA,2,tier4,,,lacombe 2013; ssr lacombe,,,,
EN KÖVIDINKAM,2,tier4,,,lacombe 2013; ssr lacombe,,,,
F26P41,2,tier4,,,constantini 2026; node profile,,,,
F26P50,2,tier4,,,constantini 2026; node profile,,,,
F42P74,2,tier4,,,constantini 2026; node profile,,,,
F45P137,2,tier4,,,constantini 2026; node profile,,,,
F49P35,2,tier4,,,constantini 2026; node profile,,,,
F4P38,2,tier4,,,constantini 2026; node profile,,,,
FERLÉ 50 = H 34‐49‐50,2,tier4,,,lacombe 2013; ssr lacombe,,,,
FERLÉ DE MOCAMMEDES,2,tier4,,,lacombe 2013; ssr lacombe,,,,
FRANÇOIS IER,2,tier4,,,lacombe 2013; ssr lacombe,,,,
FRÜHGIPFLER I,2,tier4,,,lacombe 2013; ssr lacombe,,,,
FÜRSTENTRAUBE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
GARGOLLASA,2,tier4,,,lacombe 2013; ssr lacombe,,,,
GEWURZTRAMINER,2,tier4,,,marker support; ssr oliveira,,,,
GIA F12P140,2,tier4,,,constantini 2026; node profile,,,,
GIA F12P194,2,tier4,,,constantini 2026; node profile,,,,
GILDÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
GIR F1P54,2,tier4,,,constantini 2026; node profile,,,,
GIR F2P83,2,tier4,,,constantini 2026; node profile,,,,
GIR F2P97,2,tier4,,,constantini 2026; node profile,,,,
GLACIÈRE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
GRANOIR,2,tier4,,,lacombe 2013; ssr lacombe,,,,
GYÖNGY SZÖLÖ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
INF F12P102,2,tier4,,,constantini 2026; node profile,,,,
INF F12P103,2,tier4,,,constantini 2026; node profile,,,,
INF F12P108,2,tier4,,,constantini 2026; node profile,,,,
INF F12P115,2,tier4,,,constantini 2026; node profile,,,,
INF F12P128,2,tier4,,,constantini 2026; node profile,,,,
INF F12P49,2,tier4,,,constantini 2026; node profile,,,,
INF F12P55,2,tier4,,,constantini 2026; node profile,,,,
INF F12P74,2,tier4,,,constantini 2026; node profile,,,,
INF F12P78,2,tier4,,,constantini 2026; node profile,,,,
INF F12P87,2,tier4,,,constantini 2026; node profile,,,,
INF F13P152,2,tier4,,,constantini 2026; node profile,,,,
INF F14P33,2,tier4,,,constantini 2026; node profile,,,,
IV 1-1-768,2,tier4,,,constantini 2026; node profile,,,,
IV 54/2,2,tier4,,,constantini 2026; node profile,,,,
IV 8/1,2,tier4,,,constantini 2026; node profile,,,,
KARMRAIUTE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
KIBRAÏSKI,2,tier4,,,lacombe 2013; ssr lacombe,,,,
KLEINRAUSCHLING,2,tier4,,,lacombe 2013; ssr lacombe,,,,
KNIPPERLÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
KOPTCHAK,2,tier4,,,lacombe 2013; ssr lacombe,,,,
KÉKMEDOC,2,tier4,,,lacombe 2013; ssr lacombe,,,,
L'ENFANT TROUVÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
LAGAUZÈRE C,2,tier4,,,lacombe 2013; ssr lacombe,,,,
LINNÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
MADELEINE SALOMON = AGOSTENGA BLANC,2,tier4,,,vivc confirmed; laucou 2018,,,,
MALPÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
MALVINA,2,tier4,,,lacombe 2013; ssr lacombe,,,,
MANDRÈGUE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
MANTÚO DE PILAS,2,tier4,,,lac emanuelli 2020; laucou 2018,,,,
MAYORQUIN,2,tier4,,,vivc confirmed; laucou 2018,,,,
MIRNI,2,tier4,,,lacombe 2013; ssr lacombe,,,,
MISHUNG = KAKOURDESS BIELY,2,tier4,,,lacombe 2013; ssr lacombe,,,,
MOURTÈS,2,tier4,,,lacombe 2013; ssr lacombe,,,,
MURESCU = ESCURSACH,2,tier4,,,lacombe 2013; laucou 2018,,,,
MÜLLER‐THURGAU,2,tier4,,,lacombe 2013; ssr lacombe,,,,
NAOSÉ,2,tier4,,,laucou 2018; ssr lacombe,,,,
NÉGRAL,2,tier4,,,lacombe 2013; ssr lacombe,,,,
OKTIABRSKY,2,tier4,,,lacombe 2013; ssr lacombe,,,,
PARENT 1 IS MOST LIKELY EXTINCT,2,tier4,,,vivc confirmed; oliveira 2020,,,,
PARENT 1 WAS NOT CONFIRMED,2,tier4,,,vivc confirmed; oliveira 2020,,,,
PARENT 2 WAS NOT CONFIRMED,2,tier4,,,vivc confirmed; oliveira 2020,,,,
PERVENETZ PRASKOVEÏSKY,2,tier4,,,lacombe 2013; ssr lacombe,,,,
PLAVAÏ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
PLETCHISTIK,2,tier4,,,vivc confirmed; lacombe 2013,,,,
PROSECCO,2,tier4,,,vivc confirmed; ssr oliveira,,,,
PÉRIDAC,2,tier4,,,lacombe 2013; ssr lacombe,,,,
ROI DES PRÉCOCES,2,tier4,,,lacombe 2013; laucou 2018,,,,
ROMEÏCO,2,tier4,,,lacombe 2013; ssr lacombe,,,,
ROSÉ DU VAR,2,tier4,,,lacombe 2013; ssr lacombe,,,,
ROUCHAKI,2,tier4,,,lacombe 2013; ssr lacombe,,,,
SAINTE‐MARIE DE BIVIERS,2,tier4,,,lacombe 2013; ssr lacombe,,,,
SAINT‐CÔME,2,tier4,,,lacombe 2013; ssr lacombe,,,,
SAINT‐FIACRE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
SAINT‐LAURENT,2,tier4,,,lacombe 2013; ssr lacombe,,,,
SAINT‐PIERRE DORÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
SAUVIGNONASSE,2,tier4,,,vivc confirmed; ssr lacombe,,,,
SCHABASCHE,2,tier4,,,vivc confirmed; ssr lacombe,,,,
SÉRÉNÈZE,2,tier4,,,lacombe 2013; ssr lacombe,,,,
TARNAOU,2,tier4,,,lacombe 2013; ssr lacombe,,,,
THERMI,2,tier4,,,lacombe 2013; ssr lacombe,,,,
TXAKOLI,2,tier4,,,lacombe 2013; ssr lacombe,,,,
TÉOULIER,2,tier4,,,lacombe 2013; ssr lacombe,,,,
UVA SOGRA,2,tier4,,,lacombe 2013; ssr lacombe,,,,
VALDERBARA,2,tier4,,,vivc confirmed; ssr lacombe,,,,
VALDIGUIÉ PISSAÏRÉ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
VRADYANO,2,tier4,,,vivc confirmed; ssr lacombe,,,,
VRH3082-1-42,2,tier4,,,constantini 2026; node profile,,,,
VÉKONYHÉJU,2,tier4,,,lacombe 2013; ssr lacombe,,,,
WÜRZER = AZ 10487,2,tier4,,,lacombe 2013; ssr lacombe,,,,
ZÖLDFÜRTÜ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
ÖTFÜRTÜ,2,tier4,,,lacombe 2013; ssr lacombe,,,,
(BESSON),1,tier4,,,lacombe 2013,,,,
101-14 #,1,tier4,,,ssr oliveira,,,,
110 R,1,tier4,,,ssr oliveira,,,,
11‐48‐49,1,tier4,,,lacombe 2013,,,,
28‐30,1,tier4,,,lacombe 2013,,,,
372,1,tier4,,,lacombe 2013,,,,
420A,1,tier4,,,ssr oliveira,,,,
93-5 C,1,tier4,,,ssr migliaro,,,,
?,1,tier4,,,liang 2019,,,,
ACCESSION NAME #: MISLABELING NAME,1,tier4,,,ssr oliveira,,,,
ADISI,1,tier4,,,vivc confirmed,,,,
AFUZ ALI,1,tier4,,,vivc confirmed,,,,
AGHIORGITIKO,1,tier4,,,lac emanuelli 2020,,,,
AIRÉN,1,tier4,,,laucou 2018,,,,
ALEÁTICO #,1,tier4,,,ssr oliveira,,,,
ALHAGI,1,tier4,,,vivc confirmed,,,,
ALII TIERSKII,1,tier4,,,vivc confirmed,,,,
ALLARÉN,1,tier4,,,laucou 2018,,,,
ALLELES:,1,tier4,,,ssr vivc,,,,
ANANAS#,1,tier4,,,ssr oliveira,,,,
ARINTO TINTO (COLLECTION SOARES FRANCO),1,tier4,,,laucou 2018,,,,
ARMÊNIA I70058,1,tier4,,,ssr oliveira,,,,
ARMÊNIA I70060 #,1,tier4,,,ssr oliveira,,,,
ARMÊNIA I70061 #,1,tier4,,,ssr oliveira,,,,
ARRARATI,1,tier4,,,vivc confirmed,,,,
ASPIRANT BOUCHET #,1,tier4,,,ssr oliveira,,,,
ASPROKONDOURA,1,tier4,,,marker support,,,,
AUGUSTA (NEAGU‐GEORGESCU) REINE DES VIGNES,1,tier4,,,lacombe 2013,,,,
AURORA FAUX (COLLECTION MENDOZA) CARDINAL = G 10‐30,1,tier4,,,lacombe 2013,,,,
AVANÀ,1,tier4,,,lac emanuelli 2020,,,,
B 40-208 #,1,tier4,,,ssr oliveira,,,,
BALLADE,1,tier4,,,liang 2019,,,,
BARADI,1,tier4,,,liang 2019,,,,
BARATUCIÀT,1,tier4,,,lac emanuelli 2020,,,,
BARRILETA,1,tier4,,,ssr oliveira,,,,
BB 575‐49 SRLH,1,tier4,,,lacombe 2013,,,,
BEM TABORNOK = GÉNÉRAL BEM MUSCAT D'ALEXANDRIE,1,tier4,,,lacombe 2013,,,,
BENIBARADO,1,tier4,,,liang 2019,,,,
BERBECEL=APROFEHER,1,tier4,,,vivc confirmed,,,,
BERLANDIERI-COLOMBARD 2,1,tier4,,,ssr migliaro,,,,
BIOKA,1,tier4,,,vivc confirmed,,,,
BITURICA,1,tier4,,,marker support,,,,
BLANQUILIÑA,1,tier4,,,laucou 2018,,,,
BLAUFRANKISCH,1,tier4,,,vivc confirmed,,,,
BLJUZGAVAC,1,tier4,,,vivc confirmed,,,,
BORRADO DAS MOSCAS,1,tier4,,,laucou 2018,,,,
BOUQUETRAUBE,1,tier4,,,vivc confirmed,,,,
BOUQUETTTRAUBE,1,tier4,,,vivc confirmed,,,,
BRASIL,1,tier4,,,ssr oliveira,,,,
BRUSTIANO FAUX (COLLECTION PARC DE MAYORQUIN = FARANA,1,tier4,,,lacombe 2013,,,,
BUDAPEST),1,tier4,,,lacombe 2013,,,,
BÉCLAN,1,tier4,,,laucou 2018,,,,
BÉQUIGNOL,1,tier4,,,ssr lacombe,,,,
CABERNET-SAUVIGNON,1,tier4,,,vivc confirmed,,,,
CAMARATE = PRETO MARTINHO PARDINA = JAEN BLANCO,1,tier4,,,lacombe 2013,,,,
CAMPOS DA PAZ,1,tier4,,,ssr oliveira,,,,
CANNONAU,1,tier4,,,vivc confirmed,,,,
CANNONAU (GARNACHA TINTA),1,tier4,,,lac emanuelli 2020,,,,
CARMÉNÈRE,1,tier4,,,ssr oliveira,,,,
CARRARESA,1,tier4,,,lac emanuelli 2020,,,,
CARRASQUÍN,1,tier4,,,laucou 2018,,,,
CASELLE,1,tier4,,,ssr migliaro,,,,
CASTAÑAL,1,tier4,,,laucou 2018,,,,
CASTELÃO #,1,tier4,,,ssr oliveira,,,,
CASTETS = MATURANA TINTA DE NAVARRETE,1,tier4,,,laucou 2018,,,,
CAÑOCAZO,1,tier4,,,laucou 2018,,,,
CAÑORROYO,1,tier4,,,laucou 2018,,,,
CINCAUT,1,tier4,,,vivc confirmed,,,,
CJANORIE,1,tier4,,,lac emanuelli 2020,,,,
COMPLETER,1,tier4,,,vivc confirmed,,,,
CORAZÓN DE CABRITO,1,tier4,,,laucou 2018,,,,
CORNALLIN,1,tier4,,,lac emanuelli 2020,,,,
CREPOLINO,1,tier4,,,vivc confirmed,,,,
DATTIER DE BEYROUTH = AFUZ ALI ALMEIDA 31‐54‐41,1,tier4,,,lacombe 2013,,,,
DATTIER DE BEYROUTH = AFUZ ALI LIGNAN,1,tier4,,,lacombe 2013,,,,
DATTIER DE BEYROUTH = AFUZ ALI SULTANA MOSCATA = PIROVANO 75,1,tier4,,,lacombe 2013,,,,
DAVS B 46-43,1,tier4,,,vivc confirmed,,,,
DEKORATIVNII,1,tier4,,,vivc confirmed,,,,
DIZMARI,1,tier4,,,vivc confirmed,,,,
DIZMARY,1,tier4,,,vivc confirmed,,,,
DLINNOKHVOSTY,1,tier4,,,lacombe 2013,,,,
DOMINA = GEILWEILERHOF 4‐25‐7 PINOT,1,tier4,,,lacombe 2013,,,,
DONA MARIA = LEAO FERREIRA DA MUSCAT D'ALEXANDRIE,1,tier4,,,lacombe 2013,,,,
DURAGUZA,1,tier4,,,vivc confirmed,,,,
ELBING,1,tier4,,,vivc confirmed,,,,
ERBISEDDA (CARCAJOLO BLANC),1,tier4,,,lac emanuelli 2020,,,,
ESCURSACH,1,tier4,,,lac emanuelli 2020,,,,
EXCURSACH,1,tier4,,,vivc confirmed,,,,
F AK CHEKEREK,1,tier4,,,lacombe 2013,,,,
F BEST'S R2 V73,1,tier4,,,lacombe 2013,,,,
F BORRAÇAL,1,tier4,,,lacombe 2013,,,,
F BOUQUETTRAUBE,1,tier4,,,lacombe 2013,,,,
F BÉQUIGNOL,1,tier4,,,lacombe 2013,,,,
F DIMIAT,1,tier4,,,lacombe 2013,,,,
F FERRAL = PRUNESTA ROSSO VIOLACEA,1,tier4,,,lacombe 2013,,,,
F GLACIÈRE,1,tier4,,,lacombe 2013,,,,
F JELUDOVII,1,tier4,,,lacombe 2013,,,,
F LIGNAN,1,tier4,,,lacombe 2013,,,,
F LIMBERGER = BLAUFRÄNKISCH,1,tier4,,,lacombe 2013,,,,
F MADELEINE SALOMON = AGOSTENGA BLANC,1,tier4,,,lacombe 2013,,,,
F NAOSÉ,1,tier4,,,lacombe 2013,,,,
F PLAVAÏ,1,tier4,,,lacombe 2013,,,,
F SAINT‐LAURENT,1,tier4,,,lacombe 2013,,,,
F SCHABASCHE,1,tier4,,,lacombe 2013,,,,
F TORTOZON,1,tier4,,,lacombe 2013,,,,
F VALDERBARA,1,tier4,,,lacombe 2013,,,,
F VINHÃO = SOUZAO,1,tier4,,,lacombe 2013,,,,
F VRADYANO,1,tier4,,,lacombe 2013,,,,
FARBFRÄNKISCH,1,tier4,,,lacombe 2013,,,,
FARELLA,1,tier4,,,vivc confirmed,,,,
FEHER KÖVIDINKA (COLLECTION BERBECEL = APROFEHER,1,tier4,,,lacombe 2013,,,,
FERLÉ DE PEGÕES = LEAO FERREIRA DA FERRAL TAMARA,1,tier4,,,lacombe 2013,,,,
FERRAL = PRUNESTA ROSSO VIOLACEA,1,tier4,,,vivc confirmed,,,,
FERRAL = PRUNESTA ROSSO VIOLACEA ASSOUAD KARECH,1,tier4,,,lacombe 2013,,,,
FERRAL = PRUNESTA ROSSO VIOLACEA UVA SOGRA,1,tier4,,,lacombe 2013,,,,
FLA. P9-15,1,tier4,,,vivc confirmed,,,,
FOGENEU,1,tier4,,,vivc confirmed,,,,
FOLGASÃO,1,tier4,,,laucou 2018,,,,
FORTH WORTH #3,1,tier4,,,vivc confirmed,,,,
FORTUNATO,1,tier4,,,laucou 2018,,,,
FRANCO),1,tier4,,,lacombe 2013,,,,
FRANKENTHAL = SCHIAVA GROSSA DELIZIA DI VAPRIO = PIROVANO 46 A,1,tier4,,,lacombe 2013,,,,
FRUEHBURGUNDER,1,tier4,,,vivc confirmed,,,,
G1590C32458,1,tier4,,,ssr oliveira,,,,
GALLURA ZENNI DE DAMASCO (SPAIN),1,tier4,,,laucou 2018,,,,
GALOPPU,1,tier4,,,vivc confirmed,,,,
GAN),1,tier4,,,lacombe 2013,,,,
GASCON_FRA,1,tier4,,,lac emanuelli 2020,,,,
GERKULES,1,tier4,,,vivc confirmed,,,,
GIBI,1,tier4,,,vivc confirmed,,,,
GIBRALTAR NOIR (COLLECTION OBERLIN) BLACK MOROCCO,1,tier4,,,lacombe 2013,,,,
GIERNEOLAT,1,tier4,,,vivc confirmed,,,,
GOETH #,1,tier4,,,ssr oliveira,,,,
GOUAIS B,1,tier4,,,vivc confirmed,,,,
GOUAIS BLANC = HEUNISCH WEISS CABERNET FRANC,1,tier4,,,lacombe 2013,,,,
GOUAIS BLANC = HEUNISCH WEISS SAVAGNIN = TRAMINER,1,tier4,,,lacombe 2013,,,,
GRADISKA = MORANET,1,tier4,,,lacombe 2013,,,,
GRANATZA,1,tier4,,,vivc confirmed,,,,
GUIFEIMEIGUI,1,tier4,,,liang 2019,,,,
H 4.49.69,1,tier4,,,ssr oliveira,,,,
HONGWUZILU 60-33,1,tier4,,,liang 2019,,,,
HÖLDER = WE S 397,1,tier4,,,lacombe 2013,,,,
IAC     16-  2,1,tier4,,,vivc confirmed,,,,
IAC     74-  2,1,tier4,,,vivc confirmed,,,,
IAC 0016-02,1,tier4,,,ssr oliveira,,,,
IAC 0023-08,1,tier4,,,ssr oliveira,,,,
IAC 0031-01,1,tier4,,,ssr oliveira,,,,
IAC 0074-02,1,tier4,,,ssr oliveira,,,,
IAC 0082-01,1,tier4,,,ssr oliveira,,,,
IAC 0137-04,1,tier4,,,ssr oliveira,,,,
IAC 0141-51,1,tier4,,,ssr oliveira,,,,
IAC 0158-12,1,tier4,,,ssr oliveira,,,,
IAC 0192-54,1,tier4,,,ssr oliveira,,,,
IAC 0202-28,1,tier4,,,ssr oliveira,,,,
IAC 0202-43,1,tier4,,,ssr oliveira,,,,
IAC 0211-2,1,tier4,,,ssr oliveira,,,,
IAC 0233,1,tier4,,,ssr oliveira,,,,
IAC 0274-16,1,tier4,,,ssr oliveira,,,,
IAC 0274-21,1,tier4,,,ssr oliveira,,,,
IAC 0282,1,tier4,,,ssr oliveira,,,,
IAC 0338-04,1,tier4,,,ssr oliveira,,,,
IAC 0339-03,1,tier4,,,ssr oliveira,,,,
IAC 0341-02,1,tier4,,,ssr oliveira,,,,
IAC 0351-05,1,tier4,,,ssr oliveira,,,,
IAC 0353-03,1,tier4,,,ssr oliveira,,,,
IAC 0387,1,tier4,,,ssr oliveira,,,,
IAC 0393-04,1,tier4,,,ssr oliveira,,,,
IAC 0393-05,1,tier4,,,ssr oliveira,,,,
IAC 0403-01,1,tier4,,,ssr oliveira,,,,
IAC 0405-06,1,tier4,,,ssr oliveira,,,,
IAC 0408-01,1,tier4,,,ssr oliveira,,,,
IAC 0457-11  IRACEMA,1,tier4,,,ssr oliveira,,,,
IAC 0460-01,1,tier4,,,ssr oliveira,,,,
IAC 0473-07,1,tier4,,,ssr oliveira,,,,
IAC 0486-03,1,tier4,,,ssr oliveira,,,,
IAC 0496-15,1,tier4,,,ssr oliveira,,,,
IAC 0504-01,1,tier4,,,ssr oliveira,,,,
IAC 0510-08,1,tier4,,,ssr oliveira,,,,
IAC 0512-11,1,tier4,,,ssr oliveira,,,,
IAC 0544-14,1,tier4,,,ssr oliveira,,,,
IAC 0547-02,1,tier4,,,ssr oliveira,,,,
IAC 0574-01,1,tier4,,,ssr oliveira,,,,
IAC 0583-03,1,tier4,,,ssr oliveira,,,,
IAC 0584-53,1,tier4,,,ssr oliveira,,,,
IAC 0588-12 #,1,tier4,,,ssr oliveira,,,,
IAC 0589-02,1,tier4,,,ssr oliveira,,,,
IAC 0592-01,1,tier4,,,ssr oliveira,,,,
IAC 0594-03,1,tier4,,,ssr oliveira,,,,
IAC 0670-01,1,tier4,,,ssr oliveira,,,,
IAC 0671-01,1,tier4,,,ssr oliveira,,,,
IAC 0699-01,1,tier4,,,ssr oliveira,,,,
IAC 0720-01,1,tier4,,,ssr oliveira,,,,
IAC 0730-01,1,tier4,,,ssr oliveira,,,,
IAC 0733-39,1,tier4,,,ssr oliveira,,,,
IAC 0740-01,1,tier4,,,ssr oliveira,,,,
IAC 0746-03,1,tier4,,,ssr oliveira,,,,
IAC 0762-08,1,tier4,,,ssr oliveira,,,,
IAC 0768-02,1,tier4,,,ssr oliveira,,,,
IAC 0772-41,1,tier4,,,ssr oliveira,,,,
IAC 0778-04,1,tier4,,,ssr oliveira,,,,
IAC 0804-13,1,tier4,,,ssr oliveira,,,,
IAC 0813-01,1,tier4,,,ssr oliveira,,,,
IAC 0822-21,1,tier4,,,ssr oliveira,,,,
IAC 0860-05,1,tier4,,,ssr oliveira,,,,
IAC 0861-03,1,tier4,,,ssr oliveira,,,,
IAC 0862-10,1,tier4,,,ssr oliveira,,,,
IAC 0871-18,1,tier4,,,ssr oliveira,,,,
IAC 0871-41 PATRÍCIA,1,tier4,,,ssr oliveira,,,,
IAC 0877-02,1,tier4,,,ssr oliveira,,,,
IAC 0882-11,1,tier4,,,ssr oliveira,,,,
IAC 0901-01,1,tier4,,,ssr oliveira,,,,
IAC 0903-15,1,tier4,,,ssr oliveira,,,,
IAC 0903-47,1,tier4,,,ssr oliveira,,,,
IAC 0904-11,1,tier4,,,ssr oliveira,,,,
IAC 0904-30,1,tier4,,,ssr oliveira,,,,
IAC 0904-41,1,tier4,,,ssr oliveira,,,,
IAC 0904-47,1,tier4,,,ssr oliveira,,,,
IAC 0905-01,1,tier4,,,ssr oliveira,,,,
IAC 0911-02,1,tier4,,,ssr oliveira,,,,
IAC 0915-02,1,tier4,,,ssr oliveira,,,,
IAC 0918-52,1,tier4,,,ssr oliveira,,,,
IAC 0960-11,1,tier4,,,ssr oliveira,,,,
IAC 0966-01,1,tier4,,,ssr oliveira,,,,
IAC 0994-07,1,tier4,,,ssr oliveira,,,,
IAC 1025-17,1,tier4,,,ssr oliveira,,,,
IAC 1117-06,1,tier4,,,ssr oliveira,,,,
IAC 1135-01,1,tier4,,,ssr oliveira,,,,
IAC 1193 #,1,tier4,,,ssr oliveira,,,,
IAC 1238-08,1,tier4,,,ssr oliveira,,,,
IAC 138-22 MÁXIMO,1,tier4,,,ssr oliveira,,,,
IAC 1398-21 TRAVIÚ,1,tier4,,,ssr oliveira,,,,
