child_variety,vivc_no,source_code,author,year,title,doi,n_loci
SENNEN,10087,40183,"CIPRIANI, G.; SPADOTTO, A.; JURMAN, I.; GASPERO, G. DI; CRESPAN, M.; MENEGHETTI, S.; FRARE, E.; VIGNANI, R.; CRESTI, M.; MORGANTE, M.; PEZZOTTI, M.; PE, E.; POLICRITI, A.; TESTOLIN, R.",2010,The SSR-based molecular profile of 1005 grapevine (,10.1007/s00122-010-1411-9,34
SENNEN,10087,40021,"MALOSSINI, U.; GRANDO, M.S.; RONCADOR, I.; MATTIVI, F.",2000,Parentage analysis and characterization of some Italian,,8
SEPTIMER,11494,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,19
SEPTIMER,11494,684,"MAUL, E.; SCHUMANN, F.; HILL, B.H.E.; DOERNER, F.; BENNEK, H.; LAUCOU, V.; BOURSIQUOT, J.M.; LACOMBE, T.; ZYPRIAN, E.; EIBACH, R.; TOEPFER, R.",2013,Die Kreuzungseltern deutscher Rebenneuzüchtungen im Fokus - Was sagt der genetische Fingerabdruck?,,18
SERCEALINHO,11496,40860,"CUNHA, J.; IBANEZ, J.; TEIXEIRA-SANTOS, M.; BRAZAO, J.; FEVEREIRO, P.;  MARTINEZ-ZAPATER, J. M.; EIRAS-DIAS, J. E.",2020,Genetic Relationships Among Portuguese Cultivated and Wild Vitis vinifera L. germplasm,10.3389/fpls.2020.00127,
SERENEZE,11502,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SERVANT,11527,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
SERVANT,11527,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SERVANT,11527,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
SEVAN,11539,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SEYANETS S  484,20329,40926,"MARGARYAN, K.; MELYAN, G.; RÖCKEL, R.; TÖPFER, R.; MAUL, E.",2021,Genetic diversity of Armenian Grapevine (Vitis vinifera L.) Germplasm: Molecular Characterization and Parentage Analysis,10.3390/biology10121279,24
SEYVAL BLANC,11558,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SEYVAL NOIR,11563,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,9
SEYVE VILLARD 12- 286,11580,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SEYVE VILLARD 12- 303,11581,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,9
SEYVE VILLARD 12- 308,11582,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,9
SEYVE VILLARD 12- 327,11583,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SEYVE VILLARD 12- 347,11587,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SEYVE VILLARD 12- 347 (NON IDENTIFIED),42352,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SEYVE VILLARD 12- 358,11589,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SEYVE VILLARD 12- 391,11593,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,9
SEYVE VILLARD 12- 397,11595,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,9
SEYVE VILLARD 12- 417,11598,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SEYVE VILLARD 12- 417,11598,40828,"RÖCKEL, F.; TRAPP, O.; ZYPRIAN, E.; HAUSMANN, L.; MIGLIARO, D.; VEZZULLI, S.; TÖPFER, R.; MAUL, E.",2021,"A 'Regent' pedigree update: ancestors, offspring and their confirmed resistance loci",10.5073/vitis.2021.60.189-193,24
SEYVE VILLARD 27- 531,11661,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,9
SHAKAR ANGUR TASHKENTSKII,11692,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SHAMPANCHIK BESSERGENEVSKII,11703,1412,"PETROVA, K. O.; FEDOSOV, D. YU.; KORZHENKOV, A. A; TOSHCHAKOV, S. V.;",2022,"PATRUSHEV, M. V.; CHERNIKOVICH, V. YU.",10.1134/S2635167622050135,
SHATIN,27716,40926,"MARGARYAN, K.; MELYAN, G.; RÖCKEL, R.; TÖPFER, R.; MAUL, E.",2021,Genetic diversity of Armenian Grapevine (Vitis vinifera L.) Germplasm: Molecular Characterization and Parentage Analysis,10.3390/biology10121279,24
SHIRAZI,15144,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SHIRELI,22165,40944,"MAUL, E.; ET AL.",2023,Unravelling kinships and grape (,,24
SHIRVAN SHAKHI,11759,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,17
SHKODA,26697,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
SHRKHKAN,4784,40944,"MAUL, E.; ET AL.",2023,Unravelling kinships and grape (,,24
SIBIRKOVYI,11773,1412,"PETROVA, K. O.; FEDOSOV, D. YU.; KORZHENKOV, A. A; TOSHCHAKOV, S. V.;",2022,"PATRUSHEV, M. V.; CHERNIKOVICH, V. YU.",10.1134/S2635167622050135,
SICILIEN,11775,577,ANONYMOUS,2007,Catalogue des variétés et clones de vigne cultivés en France 2ème édition,,
SICILIEN,11775,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SIEGERREBE,11781,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
SIEGERREBE,11781,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SIEGERREBE,11781,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
SIEGERREBE,11781,684,"MAUL, E.; SCHUMANN, F.; HILL, B.H.E.; DOERNER, F.; BENNEK, H.; LAUCOU, V.; BOURSIQUOT, J.M.; LACOMBE, T.; ZYPRIAN, E.; EIBACH, R.; TOEPFER, R.",2013,Die Kreuzungseltern deutscher Rebenneuzüchtungen im Fokus - Was sagt der genetische Fingerabdruck?,,38
SIEGFRIEDREBE,11783,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,24
SILCHER,11796,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SILCHER,11796,684,"MAUL, E.; SCHUMANN, F.; HILL, B.H.E.; DOERNER, F.; BENNEK, H.; LAUCOU, V.; BOURSIQUOT, J.M.; LACOMBE, T.; ZYPRIAN, E.; EIBACH, R.; TOEPFER, R.",2013,Die Kreuzungseltern deutscher Rebenneuzüchtungen im Fokus - Was sagt der genetische Fingerabdruck?,,15
SILVANER GRUEN,11805,936,"MAUL, E.; RÖCKEL, F.; TÖPFER, R.",2016,Portugieser und Blaufränkisch stammen aus Slowenien,,49
SILVANER GRUEN,11805,40010,"REGNER, F.",1999,Erkenntnisse über unsere Rebsorten mittels genetischer Analyse,,
SILVANER GRUEN,11805,40505,"REGNER, F.; SEFC, K.; STADLBAUER, A.; STEINKELLNER, H.",1998,Genetic markers for the identification of varieties and clones as a guarantee of quality,,24
SILVANER GRUEN,11805,40008,"REGNER, F.; STADLBAUER, A.; EISENHELD, C.",1998,"Heunisch x Fränkisch, ein wichtiger Genpool europäischer Rebsorten (",,32
SILVANER GRUEN,11805,40055,"SEFC, K.M.; LEFORT, F.; GRANDO, M.S.; SCOTT, K.D.; STEINKELLER, H.; THOMAS, M.R.",2001,Microsatellite markers for grapevine: A state of the art,,
SILVANIA,11808,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SINKAVAKE ZLUTE,15145,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SINNIDANU,24491,40845,"LOVICU, G.",2017,AKINAS. Uve di Sardegna,,22
SIRIO,11832,40674,"RAIMONDI, S.; CARLOMAGNO, A.; RUFFA, P.; OGLIETTI, S.; NOVELLO, V.; SCHNEIDER, A.",2017,Pedigree reconstruction of wine and table grape crossbreeds created in Italy by Giovanni Dalmasso,10.1016/j.scienta.2017.02.044,22
SIRMIUM,11837,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SISI,11839,684,"MAUL, E.; SCHUMANN, F.; HILL, B.H.E.; DOERNER, F.; BENNEK, H.; LAUCOU, V.; BOURSIQUOT, J.M.; LACOMBE, T.; ZYPRIAN, E.; EIBACH, R.; TOEPFER, R.",2013,Die Kreuzungseltern deutscher Rebenneuzüchtungen im Fokus - Was sagt der genetische Fingerabdruck?,,15
SIVOLISTYI,27583,1412,"PETROVA, K. O.; FEDOSOV, D. YU.; KORZHENKOV, A. A; TOSHCHAKOV, S. V.;",2022,"PATRUSHEV, M. V.; CHERNIKOVICH, V. YU.",10.1134/S2635167622050135,
SLANKAMENKA BELA,11866,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SMENA,23521,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
SOLFERINO,11904,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SOMARELLO NERO,24606,40156,"DI VECCHI STARAZ, M.; BANDIENLLI, R.; BOSELLI, M.; THIS, P.; BOURSIQUOT, J.-M.; LAUCOU, V.; LACOMBE, T.; VARES, D.",2007,Genetic structuring and parentage analysis for evolutionary studies in grapevine: Kinggroup and origin of the cultivar Sangiovese revealed,10.21273/JASHS.132.4.514,38
SOMARELLO NERO,24606,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
SOMARELLO NERO,24606,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SOPERGA,12085,40674,"RAIMONDI, S.; CARLOMAGNO, A.; RUFFA, P.; OGLIETTI, S.; NOVELLO, V.; SCHNEIDER, A.",2017,Pedigree reconstruction of wine and table grape crossbreeds created in Italy by Giovanni Dalmasso,10.1016/j.scienta.2017.02.044,22
SOPERNIK,11921,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SOROK LYET OKTYABRYA,11928,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
SOROK LYET OKTYABRYA,11928,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SOUTHERN HOME,16907,574,"RIAZ, S.; TENSCHER, A.C.",2008,"Use of SSR-Markers to Assess Identity, Pedigree, and Diversity of Cultivated Muscadine Grapes",10.21273/JASHS.133.4.559,20
SOUTHLAND,11935,574,"RIAZ, S.; TENSCHER, A.C.",2008,"Use of SSR-Markers to Assess Identity, Pedigree, and Diversity of Cultivated Muscadine Grapes",10.21273/JASHS.133.4.559,20
SOUVENIR DU CONGRES,11937,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SOUVIGNIER GRIS,22629,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
SOUVINIER,26399,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
SOVEREIGN NOIR,11952,40827,"RÖCKEL, F.; ET AL.",2020,Triomphe d'Alsace complex,,24
SOVEREIGN OPAL,11953,40827,"RÖCKEL, F.; ET AL.",2020,Triomphe d'Alsace complex,,24
SOVEREIGN TIARA,11962,40827,"RÖCKEL, F.; ET AL.",2020,Triomphe d'Alsace complex,,24
SOVRANA,11965,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SOVRANA,11965,40152,"VARGAS, A.M.; TERESA DE ANDRES, M.; BORREGO, J.; IBANEZ, J.",2009,Pedigrees of fifty table-grape cultivars,,25
SPITAK LERNATU,27152,40926,"MARGARYAN, K.; MELYAN, G.; RÖCKEL, R.; TÖPFER, R.; MAUL, E.",2021,Genetic diversity of Armenian Grapevine (Vitis vinifera L.) Germplasm: Molecular Characterization and Parentage Analysis,10.3390/biology10121279,24
SREMSKA ZELENIKA,15934,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,19
STEITZ 1,24869,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
STEITZ 2,24870,40482,"RÖCKEL, F.; MAUL, E.; TÖPFER, R.",2014,BÖLN-Projekt: Weiterentwicklung von Wissenstransfer- und Informationssystemen zur nachhaltigen Nutzung rebengenetischer Ressourcen,,25
STERLING,12007,574,"RIAZ, S.; TENSCHER, A.C.",2008,"Use of SSR-Markers to Assess Identity, Pedigree, and Diversity of Cultivated Muscadine Grapes",10.21273/JASHS.133.4.559,20
SUFFOLK RED,12038,40144,"BAUTISTA, J.; DANGL, G. S.; YANG, J.; REISCH, B.; STOVER, E.",2008,Use of genetic markers to assess pedigrees of grape cultivars and breeding program selections,,15
SUGARGATE,12042,574,"RIAZ, S.; TENSCHER, A.C.",2008,"Use of SSR-Markers to Assess Identity, Pedigree, and Diversity of Cultivated Muscadine Grapes",10.21273/JASHS.133.4.559,20
SUKHOLIMANSKII BELYI,12046,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
SUKHOLIMANSKII BELYI,12046,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SULIVAN BLANC,12048,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SULIVAN BLANC,12048,40152,"VARGAS, A.M.; TERESA DE ANDRES, M.; BORREGO, J.; IBANEZ, J.",2009,Pedigrees of fifty table-grape cultivars,,25
SULMER,12049,684,"MAUL, E.; SCHUMANN, F.; HILL, B.H.E.; DOERNER, F.; BENNEK, H.; LAUCOU, V.; BOURSIQUOT, J.M.; LACOMBE, T.; ZYPRIAN, E.; EIBACH, R.; TOEPFER, R.",2013,Die Kreuzungseltern deutscher Rebenneuzüchtungen im Fokus - Was sagt der genetische Fingerabdruck?,,14
SULTANA MOSCATA,12050,40895,"D’ONOFRIO, C.; TUMINO, G.; GARDIMAN, M.; CRESPAN, M.; BIGNAMI, C.; DE PALMA, L.; BARBAGALLO, M. G.; MUGANU, M.;  MORCIA, C.; NOVELLO, V.; SCHNEIDER, A.; TERZI, V.",2021,Parentage Atlas of Italian Grapevine Varieties as Inferred From SNP Genotyping,10.3389/fpls.2020.605934,
SULTANA MOSCATA,12050,40151,"IBANEZ, J.; VARGAS, A. M.; PALANCAR, M.; BORREGO, J.; ANDRES, M. T. DE",2009,Genetic relationships among table-grape varieties,,25
SULTANA MOSCATA,12050,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,19
SULTANA MOSCATA,12050,1083,"LAUCOU, V.; LAUNAY, A.; BACILIERI, R.; LACOMBE, T.; ADAM-BLONDON, A. F.; BERARD, A.; CHAUVEAU, A.; ANDRES, M. T. DE; HAUSMANN, L.; IBANEZ, J.; PASLIER, M. C. LE; MAGHRADZE, D.; MARTINEZ-ZAPATER, J. M.",2018,Extended diversity analysis of cultivated grapevine,10.1371/journal.pone.0192540,
SULTANSHIRA,24680,40944,"MAUL, E.; ET AL.",2023,Unravelling kinships and grape (,,24
SULTANY KISHMISHI,27594,40944,"MAUL, E.; ET AL.",2023,Unravelling kinships and grape (,,24
SUMMIT,12071,574,"RIAZ, S.; TENSCHER, A.C.",2008,"Use of SSR-Markers to Assess Identity, Pedigree, and Diversity of Cultivated Muscadine Grapes",10.21273/JASHS.133.4.559,20
SUNDANCE,17649,40695,"VAN HEERDEN, C. J.; BURGER, P.; PRINS, R.",2018,Microsatellite-based DNA fingerprinting of selected grapevine cultivars,10.21548/39-1-2053,35
SUNRED SEEDLESS,17648,40695,"VAN HEERDEN, C. J.; BURGER, P.; PRINS, R.",2018,Microsatellite-based DNA fingerprinting of selected grapevine cultivars,10.21548/39-1-2053,35
SUPREME,23504,574,"RIAZ, S.; TENSCHER, A.C.",2008,"Use of SSR-Markers to Assess Identity, Pedigree, and Diversity of Cultivated Muscadine Grapes",10.21273/JASHS.133.4.559,20
SUZI,14011,40671,"TOTH-LENCSES, A. K.; KOZMA, P.; KISS, E.",2010,"Parentage Analysis in Hungarian Grape Cultivars of Seibel, Seyve-Villard Origin",,9
SVEGEST,16236,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SVJETLAK,24941,40875,"ZULJ MIHALJEVIC, M.; MALETIC, E.; PREINER, D.; ZDUNIC, G.; BUBOLA, M.; ZYPRIAN, E.; PEJIC, I.",2020,"Genetic diversity, population structure, and parentage analysis of Croatian grapevine germplasm",10.3390/genes11070737,32
SYKIOTIS,12120,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SZAGOS BAJNAR,12133,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SZAUTER GUSZTAV,12135,40347,"GHAFFARI, S.; HASNAOUI, N.; ZINELABIDINE, L. H.; FERCHICHI, A.; MARTINEZ-ZAPATER, J. M.; IBANEZ, J.",2014,Genetic diversity and parentage of Tunisian wild and cultivated grapevines (,10.1007/s11295-014-0746-9,
SZAUTER GUSZTAV,12135,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
SZEGENY EMBER SZOELOEJE,12142,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
TAIR,14005,40858,"KARASTAN, O. M.; MULIUKINA, N. A.; PAPINA, O. S.",2018,Verification of grape pedigree by microsatellite analysis,10.3103/S0095452718050031,9
TAMAREZ MOSCATEL,12234,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
TANDANYA,12254,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,20
TARNAU,12265,40306,"LACOMBE, T.; BOURSIQUOT, J.M.; LAUCOU, V.; DI VECCHI-STARAZ, M.; PEROS, J.P.; THIS, P.",2013,Large-scale parentage analysis in an extended set of grapevine cultivars (,10.1007/s00122-012-1988-2,19
